Tube#,Indivudal,T5,T6,T7,Sum,
55,27,2,4,2,8,
55,28,1,2,2,5,
55,29,2,3,1,6,
55,30,1,2,2,5,
56,1,2,6,3,11,
56,2,1,5,4,10,
56,3,2,3,3,8,
56,4,2,6,4,12,
56,5,2,6,4,12,
56,6,1,5,5,11,
56,7,1,5,3,9,
56,8,2,3,3,8,
56,9,1,3,1,5,
56,10,2,3,2,7,
56,11,1,5,3,9,
56,12,1,3,2,6,
56,13,1,4,1,6,
56,14,1,6,4,11,
56,15,1,2,1,4,
56,16,2,9,3,14,
56,17,2,3,3,8,
56,18,1,1,2,4,
56,19,3,6,7,16,
56,20,2,3,1,6,
56,21,2,2,2,6,
56,22,1,2,1,4,
56,23,1,2,1,4,
56,24,1,3,1,5,
56,25,2,5,4,11,
56,26,2,3,4,9,
56,27,1,5,2,8,
56,28,1,3,2,6,
56,29,1,5,2,8,
56,30,2,5,2,9,
57,1,2,4,2,8,
57,2,2,2,0,4,
57,3,2,6,9,17,
57,4,2,4,4,10,
57,5,3,5,3,11,
57,6,3,3,0,6,
57,7,2,4,2,8,
57,8,1,4,4,9,
57,9,1,2,1,4,
57,10,1,5,4,10,
57,11,1,2,1,4,
57,12,2,4,3,9,
57,13,2,7,4,13,
57,14,2,5,2,9,
57,15,1,4,4,9,
57,16,1,4,3,8,
57,17,2,3,0,5,
57,18,1,4,3,8,
57,19,2,4,1,7,
57,20,2,6,4,12,
57,21,1,1,0,2,
57,22,1,3,3,7,
57,23,1,2,2,5,
57,24,1,3,1,5,
57,25,1,3,2,6,
57,26,2,3,6,11,
57,27,3,9,4,16,
57,28,2,5,0,7,
57,29,2,6,4,12,
57,30,1,4,5,10,
58,1,1,4,3,8,
58,2,1,1,1,3,
58,3,2,2,4,8,
58,4,1,5,1,7,
58,5,2,3,0,5,
58,6,1,3,3,7,
58,7,1,3,1,5,
58,8,2,4,0,6,
58,9,2,6,4,12,
58,10,2,2,1,5,
58,11,2,4,2,8,
58,12,2,3,4,9,
58,13,2,4,3,9,
58,14,1,3,3,7,
58,15,1,3,0,4,
58,16,2,3,1,6,
58,17,1,6,6,13,
58,18,2,4,3,9,
58,19,2,7,8,17,
58,20,1,2,0,3,
58,21,1,3,5,9,
58,22,2,4,2,8,
58,23,1,5,1,7,
58,24,2,3,7,12,
58,25,1,2,1,4,
58,26,2,4,2,8,
58,27,1,2,0,3,
58,28,2,4,0,6,
58,29,1,4,3,8,
58,30,2,7,4,13,
59,1,2,4,1,7,
59,2,1,2,3,6,
59,3,2,6,2,10,
59,4,1,2,2,5,
59,5,2,5,3,10,
59,6,2,6,2,10,
59,7,1,3,1,5,
59,8,2,5,2,9,
59,9,1,4,2,7,
59,10,2,8,3,13,
59,11,2,5,5,12,
59,12,4,9,9,22,
59,13,2,4,4,10,
59,14,3,9,9,21,
59,15,2,6,4,12,
59,16,1,3,1,5,
59,17,1,4,3,8,
59,18,2,4,3,9,
59,19,2,2,1,5,
59,20,3,7,10,20,
59,21,2,4,3,9,
59,22,2,4,2,8,
59,23,2,3,2,7,
59,24,2,6,2,10,
59,25,2,3,1,6,
59,26,2,3,2,7,
59,27,1,4,4,9,
59,28,2,4,2,8,
59,29,3,7,5,15,
59,30,2,6,2,10,
60,1,3,9,8,20,
60,2,1,3,2,6,
60,3,2,6,4,12,
60,4,2,6,2,10,
60,5,1,8,3,12,
60,6,2,3,2,7,
60,7,2,5,5,12,
60,8,1,6,3,10,
60,9,1,5,6,12,
60,10,1,3,3,7,
60,11,2,5,4,11,
60,12,3,7,3,13,
60,13,3,7,8,18,
60,14,1,3,2,6,
60,15,1,2,2,5,
60,16,1,6,8,15,
60,17,2,6,5,13,
60,18,2,5,3,10,
60,19,2,6,9,17,
60,20,2,7,3,12,
60,21,2,7,3,12,
60,22,2,6,5,13,
60,23,1,5,6,12,
60,24,2,5,6,13,
60,25,2,4,5,11,
60,26,2,5,6,13,
60,27,2,5,5,12,
60,28,2,5,5,12,
60,29,1,4,1,6,
60,30,2,4,2,8,
61,1,2,6,8,16,
61,2,3,5,2,10,
61,3,1,3,3,7,
61,4,2,7,5,14,
61,5,1,3,4,8,
61,6,2,6,6,14,
61,7,2,7,3,12,
61,8,1,2,2,5,
61,9,1,4,1,6,
61,10,3,6,3,12,
61,11,2,4,4,10,
61,12,2,5,5,12,
61,13,2,6,7,15,
61,14,2,7,2,11,
61,15,2,6,5,13,
61,16,1,2,2,5,
61,17,3,7,6,16,
61,18,2,4,7,13,
61,19,2,6,4,12,
61,20,2,5,5,12,
61,21,2,8,5,15,
61,22,2,4,3,9,
61,23,1,3,2,6,
61,24,3,9,8,20,
61,25,2,4,3,9,
61,26,2,2,1,5,
61,27,2,9,3,14,
61,28,2,3,3,8,
61,29,2,3,3,8,
61,30,2,4,2,8,
62,1,1,3,1,5,
62,2,1,3,3,7,
62,3,1,1,1,3,
62,4,2,4,4,10,
62,5,1,5,6,12,
62,6,1,2,1,4,
62,7,2,5,2,9,
62,8,1,1,0,2,
62,9,1,3,2,6,
62,10,1,4,2,7,
62,11,2,6,7,15,
62,12,3,8,7,18,
62,13,1,3,2,6,
62,14,2,2,6,10,
62,15,1,4,2,7,
62,16,2,3,1,6,
62,17,1,2,2,5,
62,18,2,5,2,9,
62,19,2,3,2,7,
62,20,2,6,6,14,
62,21,1,3,3,7,
62,22,2,4,1,7,
62,23,1,3,2,6,
62,24,2,2,0,4,
62,25,1,3,3,7,
62,26,1,7,5,13,
62,27,1,4,4,9,
62,28,2,5,1,8,
62,29,1,2,1,4,
62,30,2,5,4,11,
63,1,2,6,2,10,
63,2,2,4,2,8,
63,3,2,3,2,7,
63,4,2,4,2,8,
63,5,2,7,4,13,
63,6,2,5,2,9,
63,7,1,3,0,4,
63,8,1,5,2,8,
63,9,2,6,3,11,
63,10,2,6,4,12,
63,11,2,6,5,13,
63,12,3,6,3,12,
63,13,3,8,8,19,
63,14,2,4,4,10,
63,15,2,5,3,10,
63,16,2,3,1,6,
63,17,2,4,4,10,
63,18,2,7,3,12,
63,19,3,6,3,12,
63,20,3,4,2,9,
63,21,1,2,1,4,
63,22,2,6,4,12,
63,23,2,4,3,9,
63,24,3,7,5,15,
63,25,2,5,1,8,
63,26,2,3,4,9,
63,27,2,4,1,7,
63,28,2,5,2,9,
63,29,2,4,3,9,
63,30,1,2,2,5,
64,1,2,4,3,9,
64,2,2,4,2,8,
64,3,2,5,5,12,
64,4,2,4,5,11,
64,5,1,1,0,2,
64,6,2,8,2,12,
64,7,2,4,1,7,
64,8,1,2,3,6,
64,9,2,6,5,13,
64,10,3,9,4,16,
64,11,1,4,5,10,
64,12,1,4,2,7,
64,13,2,7,6,15,
64,14,2,8,1,11,
64,15,1,1,1,3,
64,16,2,4,2,8,
64,17,2,5,3,10,
64,18,2,7,7,16,
64,19,2,9,1,12,
64,20,4,6,6,16,
64,21,2,4,5,11,
64,22,1,6,1,8,
64,23,1,5,3,9,
64,24,2,8,5,15,
64,25,2,2,0,4,
64,26,1,2,0,3,
64,27,1,4,4,9,
64,28,1,3,2,6,
64,29,2,3,0,5,
64,30,2,4,1,7,
65,1,1,5,1,7,
65,2,2,6,1,9,
65,3,2,5,5,12,
65,4,2,6,4,12,
65,5,2,4,1,7,
65,6,1,2,1,4,
65,7,1,4,3,8,
65,8,2,4,6,12,
65,9,2,5,5,12,
65,10,2,3,3,8,
65,11,1,5,5,11,
65,12,1,2,2,5,
65,13,1,2,1,4,
65,14,2,3,1,6,
65,15,2,5,3,10,
65,16,2,6,6,14,
65,17,2,3,2,7,
65,18,2,5,5,12,
65,19,2,6,3,11,
65,20,1,3,2,6,
65,21,2,5,5,12,
65,22,2,4,3,9,
65,23,2,4,6,12,
65,24,1,4,4,9,
65,25,2,3,3,8,
65,26,2,5,3,10,
65,27,2,5,9,16,
65,28,2,3,2,7,
65,29,2,5,3,10,
65,30,2,5,3,10,
